alpha3,name,country_code,year,fb,pop,fb_share,refugee,disp,imm,disp_share
THA,Thailand,764,2015,3486526,68714511,5.0739297264299825,132838,892725,3486526,0.012991797322111483
THA,Thailand,764,2019,3635085,69625582,5.220904293482244,111457,979976,3635085,0.01407494159258877
TLS,Timor-Leste,626,1990,8954,737814,1.2135849956764173,NA,11261,8954,0.015262654273299233
TLS,Timor-Leste,626,1995,9743,844334,1.1539272373255134,NA,79050,9743,0.09362408715034572
TLS,Timor-Leste,626,2000,10602,884366,1.1988249209037887,NA,148339,10602,0.16773485185997652
TLS,Timor-Leste,626,2005,11286,995135,1.1341174815477297,13,94966,11286,0.09543026825506087
TLS,Timor-Leste,626,2010,11540,1093523,1.0553047352456235,5,35020,11540,0.03202493226022681
TLS,Timor-Leste,626,2015,8520,1196302,0.7121947468114239,0,37423,8520,0.03128223475343182
TLS,Timor-Leste,626,2019,8417,1293119,0.6509068384270899,0,39202,8417,0.030315848734725884
VNM,Viet Nam,704,1990,28118,67988862,0.041356773996305454,21150,1237873,28118,0.01820699690487539
VNM,Viet Nam,704,1995,51262,74910461,0.06843102994653845,34400,1571732,51262,0.020981475471096085
VNM,Viet Nam,704,2000,56754,79910412,0.07102203402480269,15945,1885072,56754,0.02358981705663087
VNM,Viet Nam,704,2005,51768,83832661,0.061751588679739046,2357,2097784,51768,0.0250234690748991
VNM,Viet Nam,704,2010,61756,87967651,0.07020307953886366,1928,2356176,61756,0.026784573342762102
VNM,Viet Nam,704,2015,72793,92677076,0.07854477411436675,0,2634876,72793,0.028430720019695054
VNM,Viet Nam,704,2019,76104,96462106,0.07889522959409574,0,2857438,76104,0.02962238871293148
NA,LATIN AMERICA AND THE CARIBBEAN,1830,1990,7161371,442840060.99999994,1.6171461506505396,1197274,NA,7161371,NA
NA,LATIN AMERICA AND THE CARIBBEAN,1830,1995,6688710,483018265.00000006,1.3847737207204782,352309,NA,6688710,NA
NA,LATIN AMERICA AND THE CARIBBEAN,1830,2000,6570729,521836304.00000006,1.2591552081819128,44176,NA,6570729,NA
NA,LATIN AMERICA AND THE CARIBBEAN,1830,2005,7224942,557501031.9999999,1.2959513230102866,53436,NA,7224942,NA
NA,LATIN AMERICA AND THE CARIBBEAN,1830,2010,8262433,591352388,1.3972097124599756,394300,NA,8262433,NA
NA,LATIN AMERICA AND THE CARIBBEAN,1830,2015,9441679,623934168.0000001,1.5132492311272172,415459,NA,9441679,NA
NA,LATIN AMERICA AND THE CARIBBEAN,1830,2019,11673288,648120957.0000001,1.8010971368728625,607263,NA,11673288,NA
NA,Caribbean,915,1990,1056483,34058163,3.101996428873748,6632,NA,1056483,NA
NA,Caribbean,915,1995,1148720,36162215.000000015,3.1765753286959866,3532,NA,1148720,NA
NA,Caribbean,915,2000,1247863,38102071,3.2750529492215796,1612,NA,1247863,NA
NA,Caribbean,915,2005,1311361,39745829.000000015,3.299367588986506,1370,NA,1311361,NA
NA,Caribbean,915,2010,1326879,41217360.00000001,3.2192236475116305,3566,NA,1326879,NA
NA,Caribbean,915,2015,1489916,42622296.00000001,3.495625857415095,3513,NA,1489916,NA
NA,Caribbean,915,2019,1524793,43334984.99999999,3.5186189634079725,12138,NA,1524793,NA
AIA,Anguilla,660,1990,2570,8899,28.87964939880886,0,2047,2570,0.23002584560062928
AIA,Anguilla,660,1995,3317,9866,33.62051489965538,0,2566,3317,0.2600851408878978
AIA,Anguilla,660,2000,4063,11252,36.10913615357269,0,3094,4063,0.27497333807323143
AIA,Anguilla,660,2005,4684,12453,37.61342648357826,0,3053,4684,0.24516180839958243
AIA,Anguilla,660,2010,5103,13438,37.97440095252269,0,2366,5103,0.17606786724214912
AIA,Anguilla,660,2015,5470,14279,38.30800476223825,0,2565,5470,0.1796344281812452
AIA,Anguilla,660,2019,5679,14869,38.19355706503464,1,2707,5679,0.18205662788351604
ATG,Antigua and Barbuda,28,1990,12029,62528,19.237781473899695,0,21753,12029,0.34789214431934495
ATG,Antigua and Barbuda,28,1995,17550,68670,25.557011795543907,0,27682,17550,0.4031163535750692
ATG,Antigua and Barbuda,28,2000,23071,76016,30.350189433803404,0,33847,23071,0.4452615238897074
ATG,Antigua and Barbuda,28,2005,24741,81465,30.37009758792119,0,37541,24741,0.4608236666052906
ATG,Antigua and Barbuda,28,2010,26412,88028,30.004089607852045,0,41431,26412,0.47065706366156224
ATG,Antigua and Barbuda,28,2015,28083,93566,30.014107688690338,16,52584,28083,0.5619990167368488
ATG,Antigua and Barbuda,28,2019,29207,97118,30.073724747214733,2,55098,29207,0.5673304639716633
ABW,Aruba,533,1990,14444,62149,23.24092101240567,0,10596,14444,0.17049349144797182
ABW,Aruba,533,1995,22274,80324,27.73019271948608,0,10747,22274,0.13379562770778347
ABW,Aruba,533,2000,30104,90853,33.13484419887071,0,11037,30104,0.12148195436584372
ABW,Aruba,533,2005,32540,100031,32.5299157261249,0,13056,32540,0.1305195389429277
ABW,Aruba,533,2010,34327,101669,33.76348739537126,0,14479,34327,0.1424131249446734
ABW,Aruba,533,2015,36114,104341,34.61151416988528,2,17553,36114,0.16822725486625584
ABW,Aruba,533,2019,36532,106314,34.36236055458359,17,19642,36532,0.18475459487931975
BHS,Bahamas,44,1990,26855,256223,10.481104350507175,0,25182,26855,0.09828157503424752
BHS,Bahamas,44,1995,31654,280184,11.297575878708276,50,29686,31654,0.10595180310081946
BHS,Bahamas,44,2000,36454,298051,12.230792716682716,100,34441,36454,0.11555404947475433
BHS,Bahamas,44,2005,45595,324859,14.035319938804221,64,34866,45595,0.10732656321665707
BHS,Bahamas,44,2010,54736,354942,15.421111054763875,28,36004,54736,0.10143629099965629
BHS,Bahamas,44,2015,59306,374206,15.848489869216419,94,43147,59306,0.11530280113092789
BHS,Bahamas,44,2019,62962,389482,16.165573762073727,18,46473,62962,0.11932001992389893
BRB,Barbados,52,1990,24024,260935.99999999997,9.206855320844959,0,84931,24024,0.3254859429132048
BRB,Barbados,52,1995,26224,265955,9.860314714895377,0,89921,26224,0.3381060705758493
BRB,Barbados,52,2000,28424,271515,10.468666556175535,0,95453,28424,0.35155700421707825
BRB,Barbados,52,2005,30624,276323,11.082682223340077,0,93504,30624,0.3383865982925779
BRB,Barbados,52,2010,32825,282131,11.634666165717345,0,96348,32825,0.3415009339633007
BRB,Barbados,52,2015,34475,285324,12.08275504338927,0,103712,34475,0.3634885253255948
BRB,Barbados,52,2019,34807,287025,12.126818221409286,0,112980,34807,0.3936242487588189
VGB,British Virgin Islands,92,1990,8035,17489,45.94316427468694,0,3094,8035,0.1769112013265481
VGB,British Virgin Islands,92,1995,10046,19313,52.01677626469218,0,4242,10046,0.21964479884015947
VGB,British Virgin Islands,92,2000,12958,20311,63.79794200187091,0,5431,12958,0.26739205356703266
VGB,British Virgin Islands,92,2005,15016,23107,64.98463669018047,1,5872,15016,0.25412212749383306
VGB,British Virgin Islands,92,2010,17074,27794,61.43052457364898,2,4961,17074,0.17849176081168597
VGB,British Virgin Islands,92,2015,19132,29152,65.62843029637762,0,5207,19132,0.17861553238199782
VGB,British Virgin Islands,92,2019,20778,30030,69.19080919080919,0,5417,20778,0.18038628038628038
BES,"Bonaire, Sint Eustatius and Saba",535,1990,38410,13019,20.37654972652665,0,3206,38410,0.2462554727705661
BES,"Bonaire, Sint Eustatius and Saba",535,1995,42258,15107,22.223624631210264,0,3739,42258,0.24750115840338915
BES,"Bonaire, Sint Eustatius and Saba",535,2000,46105,14393,25.74303310496547,0,4395,46105,0.30535677065240047
BES,"Bonaire, Sint Eustatius and Saba",535,2005,62205,14403,34.95310928430552,0,5162,49105,0.35839755606470874
BES,"Bonaire, Sint Eustatius and Saba",535,2010,11445,20940,54.656160458452725,0,11379,11445,0.5434097421203439
BES,"Bonaire, Sint Eustatius and Saba",535,2015,13002,24570,52.918192918192915,0,11643,13002,0.47387057387057385
BES,"Bonaire, Sint Eustatius and Saba",535,2019,15484,25979,59.601986219638945,0,12779,15484,0.49189730166673085
CYM,Cayman Islands,136,1990,9315,25312,36.800726927939316,0,373,9315,0.014736093552465234
CYM,Cayman Islands,136,1995,12666,32165.999999999996,39.37698190636076,0,803,12666,0.02496424796368837
CYM,Cayman Islands,136,2000,19176,42303,45.33011843131693,0,1279,19176,0.030234262345460134
CYM,Cayman Islands,136,2005,20679,49261,41.97844136335031,1,1291,20679,0.026207344552485738
CYM,Cayman Islands,136,2010,24057,56672,42.44953416149069,1,1391,24057,0.02454474872953134
CYM,Cayman Islands,136,2015,26177,61724,42.40975957488173,19,1760,26177,0.028514030198950165
CYM,Cayman Islands,136,2019,28985,64947.99999999999,44.62801010038801,55,1974,28985,0.030393545605715343
CUB,Cuba,192,1990,34555,10596987,0.32608325366446145,3989,835796,34555,0.07887109798285116
CUB,Cuba,192,1995,26187,10888252,0.24050692434377896,2475,935463,26187,0.08591489249146694
CUB,Cuba,192,2000,17818,11126430,0.16014121330921058,961,1049761,17818,0.09434841184458986
CUB,Cuba,192,2005,11935,11261582,0.10597978152625447,686,1162586,11935,0.10323469651066786
CUB,Cuba,192,2010,6640,11225832,0.05914929067172927,411,1313321,6640,0.11699097225043097
CUB,Cuba,192,2015,5312,11324781,0.04690598431881375,328,1507725,5312,0.13313502486273243
CUB,Cuba,192,2019,4886,11333483,0.043111195384508014,347,1654754,4886,0.14600577774722917
CUW,Curaçao,531,1990,NA,146670,NA,NA,43190,NA,0.29447058021408606
CUW,Curaçao,531,1995,NA,143882,NA,NA,50014,NA,0.3476042868461656
CUW,Curaçao,531,2000,NA,132140,NA,NA,58569,NA,0.44323444831239595
CUW,Curaçao,531,2005,NA,130130,NA,NA,68806,NA,0.5287481749020211
CUW,Curaçao,531,2010,34627,149192,23.20968952758861,6,109367,34627,0.7330620944822779
CUW,Curaçao,531,2015,37611,159847,23.529374964810096,78,71468,37611,0.4471025418056016
CUW,Curaçao,531,2019,40883,163424,25.016521441159192,803,81171,40883,0.49668959271588015
DMA,Dominica,212,1990,2519,70419,3.577159573410585,0,42437,2519,0.6026356523097459
DMA,Dominica,212,1995,3121,71098,4.389715603814453,0,45232,3121,0.6361922979549355
DMA,Dominica,212,2000,3723,69650,5.34529791816224,0,48446,3723,0.6955635319454415
DMA,Dominica,212,2005,4744,70589,6.720593860233182,0,64239,4744,0.9100426412047203
DMA,Dominica,212,2010,8110,70878,11.442196450238438,2345,73693,8110,1.0397161319450323
DMA,Dominica,212,2015,8093,71183,11.36928761080595,1373,73856,8093,1.037551100684152
DMA,Dominica,212,2019,8264,71808,11.508467023172905,1424,78644,8264,1.0951983065953654
DOM,Dominican Republic,214,1990,291151,7133494,4.081464146461748,2643,466216,291151,0.06535591114256212
DOM,Dominican Republic,214,1995,323381,7819247,4.135705138870788,985,675282,323381,0.08636151281574811
DOM,Dominican Republic,214,2000,355611,8471321,4.197822275888258,510,897785,355611,0.10597933899565369
DOM,Dominican Republic,214,2005,376001,9097257,4.133124962832204,584,1023442,376001,0.11250006457990579
DOM,Dominican Republic,214,2010,393720,9695121,4.061011719193603,599,1185546,393720,0.12228274407302395
DOM,Dominican Republic,214,2015,549289,10281680,5.342405132235198,1373,1456989,549289,0.14170728908116184
DOM,Dominican Republic,214,2019,567648,10738958,5.285875966737182,1450,1558710,567648,0.1451453669899817
GRD,Grenada,308,1990,4263,96331,4.425366704383843,0,43249,4263,0.4489624316159907
GRD,Grenada,308,1995,5544,100288,5.5280791320995535,0,54091,5544,0.5393566528398213
GRD,Grenada,308,2000,6825,102833,6.636974512072973,0,63904,6825,0.6214347534351813
GRD,Grenada,308,2005,6902,104661,6.594624549736769,0,64748,6902,0.6186449584850136
GRD,Grenada,308,2010,6980,106233,6.570463038792089,0,64030,6980,0.6027317311946382
GRD,Grenada,308,2015,7057,109599,6.438927362475935,0,69920,7057,0.6379620252009599
GRD,Grenada,308,2019,7124,112003,6.360543914002304,0,75825,7124,0.6769907948894226
GLP,Guadeloupe,312,1990,65944,426108,15.475888741821322,0,5828,65944,0.013677283693335962
GLP,Guadeloupe,312,1995,74566,437426.00000000006,17.04654044341214,0,6879,74566,0.015726088526973703
GLP,Guadeloupe,312,2000,83188,458413,18.146954820216703,0,7950,83188,0.01734244011404563
GLP,Guadeloupe,312,2005,89065,445705,19.982948362706274,0,9125,89065,0.02047318293490089
GLP,Guadeloupe,312,2010,94942,452887,20.963728258925517,0,10821,94942,0.023893377376696615
GLP,Guadeloupe,312,2015,98507,445806,22.096382731502043,0,11397,98507,0.025564931831334705
GLP,Guadeloupe,312,2019,100030,447905,22.332860762884987,0,11858,100030,0.026474363983433988
HTI,Haiti,332,1990,19084,7037917,0.2711597763940666,0,528873,19084,0.0751462400025462
HTI,Haiti,332,1995,18129,7744503,0.23408861743613504,0,665028,18129,0.08587097196553478
HTI,Haiti,332,2000,17222,8463806,0.20347819881504842,0,805430,17222,0.09516168021809573
HTI,Haiti,332,2005,16360,9195288,0.17791721151093906,0,972717,16360,0.1057842886487079
HTI,Haiti,332,2010,17178,9949322,0.1726549809122672,0,1123759,17178,0.11294829939165704
HTI,Haiti,332,2015,18036,10695542,0.1686310053291362,3,1469472,18036,0.13739107377634532
HTI,Haiti,332,2019,18756,11263077,0.16652642967814213,3,1586044,18756,0.14081800204331374
JAM,Jamaica,388,1990,20475,2419906,0.8461072454880479,0,589010,20475,0.24340201644196097
JAM,Jamaica,388,1995,22713,2533711,0.8964321503123285,19,719398,22713,0.2839305666668377
JAM,Jamaica,388,2000,24952,2654701,0.9399175274352931,38,858815,24952,0.3235072424352121
JAM,Jamaica,388,2005,24314,2740003,0.8873712911993161,30,906462,24314,0.3308251852278994
JAM,Jamaica,388,2010,23677,2810460,0.8424599531749252,21,989512,23677,0.3520818656020723
JAM,Jamaica,388,2015,23167,2891021,0.8013431932870775,19,1031588,23167,0.3568248034172011
JAM,Jamaica,388,2019,23468,2948279,0.7959897960810357,16,1111559,23468,0.3770196104235725
MTQ,Martinique,474,1990,38705,358449,10.797909883972336,0,11041,38705,0.030802150375646188
MTQ,Martinique,474,1995,46599,368732,12.637633837041536,0,12602,46599,0.034176583534925094
MTQ,Martinique,474,2000,54492,387004,14.080474620417359,0,14217,54492,0.03673605440770638
MTQ,Martinique,474,2005,57034,397190,14.359374606611444,0,14551,57034,0.036634859890732396
MTQ,Martinique,474,2010,59575,394663,15.09515713406121,0,14668,59575,0.037165885831709586
MTQ,Martinique,474,2015,61731,378478,16.310327152436866,0,13441,61731,0.03551329271450388
MTQ,Martinique,474,2019,61647,375554,16.414949647720437,0,13922,61647,0.03707056774791375
MSR,Montserrat,500,1990,2013,10615,18.963730569948186,0,7188,2013,0.6771549693829486
MSR,Montserrat,500,1995,1612,9848,16.368805848903328,0,11591,1612,1.1769902518277824
MSR,Montserrat,500,2000,1211,4929,24.568878068573746,0,16133,1211,3.273077703388111
MSR,Montserrat,500,2005,1244,4835,25.729058945191316,0,15826,1244,3.273216132368149
MSR,Montserrat,500,2010,1291,4899,26.352316799346806,14,17369,1291,3.545417432129006
MSR,Montserrat,500,2015,1351,4967,27.199516810952286,0,20783,1351,4.184215824441313
MSR,Montserrat,500,2019,1375,4989,27.56063339346563,0,22840,1375,4.578071757867308
PRI,Puerto Rico,630,1990,321909,3403154,9.459137024066498,0,1200821,321909,0.3528553218573124
PRI,Puerto Rico,630,1995,338067,3567696,9.475779326489702,0,1406262,338067,0.39416531004883826
PRI,Puerto Rico,630,2000,355038,3668960,9.676802145567136,0,1600752,355038,0.4362958440539008
PRI,Puerto Rico,630,2005,352144,3631889,9.695891036317464,0,1640856,352144,0.45179134053931713
PRI,Puerto Rico,630,2010,304969,3579841,8.51906551156881,0,1732654,304969,0.48400306047112146
PRI,Puerto Rico,630,2015,280494,3381518,8.294913704436883,0,1716986,280494,0.5077559841467648
PRI,Puerto Rico,630,2019,266828,2933408,9.096177551844136,0,1852458,266828,0.631503698087685
KNA,Saint Kitts and Nevis,659,1990,3210,40259,7.9733724136217985,0,20714,3210,0.514518492759383
KNA,Saint Kitts and Nevis,659,1995,4248,42074,10.096496648761706,0,25986,4248,0.6176260873698721
KNA,Saint Kitts and Nevis,659,2000,5871,44074,13.320778690384355,0,31420,5871,0.7128919544402595
KNA,Saint Kitts and Nevis,659,2005,6682,46857,14.26040933051625,0,33923,6682,0.723968670636191
KNA,Saint Kitts and Nevis,659,2010,7245,49016,14.780887873347478,0,35838,7245,0.731149012567325
KNA,Saint Kitts and Nevis,659,2015,7443,51203,14.536257641153838,0,40731,7443,0.7954807335507685
KNA,Saint Kitts and Nevis,659,2019,7587,52823,14.363061545160253,0,43687,7587,0.8270450371997047
LCA,Saint Lucia,662,1990,5305,138020,3.8436458484277636,0,22005,5305,0.15943341544703665
LCA,Saint Lucia,662,1995,7155,146870,4.8716552052835835,3,30705,7155,0.20906243616803977
LCA,Saint Lucia,662,2000,9871,156729,6.298132445176067,3,39618,9871,0.2527802767834925
LCA,Saint Lucia,662,2005,9842,163417,6.0226292246216735,3,47006,9842,0.28764449231108147
LCA,Saint Lucia,662,2010,9051,174085,5.199184306516932,7,50480,9051,0.28997328891058965
LCA,Saint Lucia,662,2015,8673,179126,4.841843171845516,2,59110,8673,0.32999117939327627
LCA,Saint Lucia,662,2019,8383,182790,4.586137097215384,0,63618,8383,0.34803873297226323
VCT,Saint Vincent and the Grenadines,670,1990,3970,107484,3.6935729969111684,0,37049,3970,0.3446931636336571
VCT,Saint Vincent and the Grenadines,670,1995,4135,108035,3.8274633220715506,0,45751,4135,0.4234831304669783
VCT,Saint Vincent and the Grenadines,670,2000,4307,107784,3.995954872708379,0,53670,4307,0.4979403250946337
VCT,Saint Vincent and the Grenadines,670,2005,4436,108614,4.084188042057193,0,55762,4436,0.5133960631226178
VCT,Saint Vincent and the Grenadines,670,2010,4569,108255,4.220590272966606,0,55545,4569,0.513094083414161
VCT,Saint Vincent and the Grenadines,670,2015,4637,109148,4.2483600249202915,0,62995,4637,0.5771521237219188
VCT,Saint Vincent and the Grenadines,670,2019,4692,110589,4.2427366193744405,0,67974,4692,0.6146542603694761
SXM,Sint Maarten (Dutch part),534,1990,NA,28812,NA,NA,14823,NA,0.5144731361932529
SXM,Sint Maarten (Dutch part),534,1995,NA,31160,NA,NA,17215,NA,0.5524711168164314
SXM,Sint Maarten (Dutch part),534,2000,NA,32564,NA,NA,20223,NA,0.6210232158211522
SXM,Sint Maarten (Dutch part),534,2005,NA,33434,NA,1,23604,13100,0.7059879164921936
SXM,Sint Maarten (Dutch part),534,2010,26200,34168,76.67993444158277,1,25352,26200,0.741980800749239
SXM,Sint Maarten (Dutch part),534,2015,27295,39968,68.29213370696557,11,24326,27295,0.6086369095276221
SXM,Sint Maarten (Dutch part),534,2019,28260,42388,66.66981221100312,8,27618,28260,0.6515523261300368
TTO,Trinidad and Tobago,780,1990,50666,1221116,4.149155362799275,0,197521,50666,0.16175449343059956
TTO,Trinidad and Tobago,780,1995,45994,1254200,3.667198214000957,0,251244,45994,0.2003221176845798
TTO,Trinidad and Tobago,780,2000,41753,1267153,3.295024357753168,0,307802,41753,0.24290831493907997
TTO,Trinidad and Tobago,780,2005,44812,1296502,3.4563772365950847,0,322944,44812,0.24908870175287043
TTO,Trinidad and Tobago,780,2010,48226,1328147,3.6310739699747097,131,350533,48226,0.2639263575492773
TTO,Trinidad and Tobago,780,2015,50021,1370328,3.6502939442235727,195,370530,50021,0.27039511708145786
TTO,Trinidad and Tobago,780,2019,59249,1394973,4.247322349608201,7994,400014,59249,0.28675393717297754
TCA,Turks and Caicos Islands,796,1990,5062,12111,41.79671373131863,0,2311,5062,0.19081826438774668
TCA,Turks and Caicos Islands,796,1995,7039,16216.000000000002,43.40774543660582,0,1535,7039,0.09465959546127281
TCA,Turks and Caicos Islands,796,2000,9015,20164,44.708391192223765,0,759,9015,0.03764134100376909
TCA,Turks and Caicos Islands,796,2005,13115,28180,46.54009936124911,0,1237,13115,0.04389638041163946
TCA,Turks and Caicos Islands,796,2010,17216,32659.999999999996,52.71279853031232,0,2280,17216,0.06981016533986528
TCA,Turks and Caicos Islands,796,2015,22719,35981,63.14165809732914,0,2558,22719,0.07109307690169812
TCA,Turks and Caicos Islands,796,2019,24534,38191,64.24026603126391,0,2753,24534,0.07208504621507685
VIR,United States Virgin Islands,850,1990,51970,103756,50.08866957091638,0,2362,51970,0.022764948533096883
VIR,United States Virgin Islands,850,1995,54241,107392,50.50748659117998,0,3139,54241,0.029229365315852206
VIR,United States Virgin Islands,850,2000,56611,108722,52.06949835359909,0,3979,56611,0.036597928662092306
VIR,United States Virgin Islands,850,2005,56647,107794,52.551162402360056,0,3812,56647,0.03536374937380559
VIR,United States Virgin Islands,850,2010,56684,106087,53.43161744605842,0,3713,56684,0.034999575819845974
VIR,United States Virgin Islands,850,2015,56721,104958,54.04161664665867,0,3975,56721,0.0378722917738524
VIR,United States Virgin Islands,850,2019,56745,104578,54.260934422153795,0,4100,56745,0.03920518655931458
NA,Central America,916,1990,1829911,113383693,1.6139102119385016,1162216,NA,1829911,NA
NA,Central America,916,1995,1298916,124553738.00000001,1.042855895661678,313977,NA,1298916,NA
NA,Central America,916,2000,1107577,135322350,0.8184730755858141,37295,NA,1107577,NA
NA,Central America,916,2005,1385713,145950548,0.949440080211278,26083,NA,1385713,NA
NA,Central America,916,2010,1749940,157591319.00000003,1.1104291855060873,38361,NA,1749940,NA
NA,Central America,916,2015,1878860,168949191,1.112085822299084,51728,NA,1878860,NA
NA,Central America,916,2019,1927688,177586526,1.0854922630785624,45366,NA,1927688,NA
BLZ,Belize,84,1990,30404,187552,16.210970824091454,30404,36117,30404,0.19257059375533186
BLZ,Belize,84,1995,33446,206963,16.16037649241652,8750,41959,33446,0.2027367210564207
BLZ,Belize,84,2000,36488,247315,14.753654246608576,9812,48213,36488,0.1949457170005863
BLZ,Belize,84,2005,41424,283800,14.596194503171247,624,51891,41424,0.18284355179704018
BLZ,Belize,84,2010,46360,322464,14.376798650391981,134,57331,46360,0.1777903890046641
BLZ,Belize,84,2015,54674,360933,15.147963749504758,814,63263,54674,0.17527629781704637
BLZ,Belize,84,2019,59998,390353,15.370190571098467,3126,68151,59998,0.17458812920612882
CRI,Costa Rica,188,1990,417628,3119433,13.38794582220551,277505,69711,417628,0.022347330428318223
CRI,Costa Rica,188,1995,364287,3545534,10.274531283580979,24226,85421,364287,0.02409256264359614
CRI,Costa Rica,188,2000,310946,3962372,7.847471161213536,6608,105682,310946,0.02667139783947595
CRI,Costa Rica,188,2005,358175,4285502,8.357830657878585,11253,118673,358175,0.027691738330771983
CRI,Costa Rica,188,2010,405404,4577378,8.856686076614167,19505,133027,405404,0.02906183408929741
CRI,Costa Rica,188,2015,411697,4847804,8.492443176333037,6899,139539,411697,0.02878396073768659
CRI,Costa Rica,188,2019,417768,5047561,8.276631030313453,11944,150415,417768,0.02979954080792684
SLV,El Salvador,222,1990,47360,5270079,0.8986582554075566,20515,1242075,47360,0.23568432275872905
SLV,El Salvador,222,1995,39537,5628600,0.7024304445155101,10279,933330,39537,0.16581920903954803
SLV,El Salvador,222,2000,31713,5887936,0.5386097946716812,42,949270,31713,0.16122288014000152
SLV,El Salvador,222,2005,36019,6052123,0.5951465295731763,40,1119319,36019,0.18494650554854883
SLV,El Salvador,222,2010,40324,6183875,0.6520830385478361,38,1337458,40324,0.21628153867922623
SLV,El Salvador,222,2015,42045,6325124,0.6647300511420804,35,1514776,42045,0.23948558162654202
SLV,El Salvador,222,2019,42617,6453553,0.6603649183635742,30,1600927,42617,0.2480690869045315
GTM,Guatemala,320,1990,264257,9263813,2.852572693339125,223239,348332,264257,0.03760136349902572
GTM,Guatemala,320,1995,156188,10408489,1.5005828415632663,111983,462072,156188,0.04439376359046928
GTM,Guatemala,320,2000,48119,11650743,0.41301228599755396,726,583020,48119,0.05004144370878321
GTM,Guatemala,320,2005,57252,13096028,0.437170720771214,432,737106,57252,0.056284699452383576
GTM,Guatemala,320,2010,66384,14630417,0.45373963025114045,138,925252,66384,0.06324166973504583
GTM,Guatemala,320,2015,78352,16252429,0.4820940919046624,3851,1119480,78352,0.06888078083589844
GTM,Guatemala,320,2019,80421,17581472,0.45741903749583646,388,1205711,80421,0.06857850127679867
HND,Honduras,340,1990,270423,4955303,5.457244491406479,237144,156594,270423,0.031601296631104094
HND,Honduras,340,1995,149442,5709014,2.617649912927171,118578,246799,149442,0.043229706565792274
HND,Honduras,340,2000,28461,6574509,0.4328992476852644,11,342337,28461,0.052070352325930346
HND,Honduras,340,2005,27875,7458985,0.3737103640776862,13,449303,27875,0.06023647989639341
HND,Honduras,340,2010,27288,8317469.999999999,0.32808053410472177,14,587886,27288,0.07068086810051614
HND,Honduras,340,2015,38317,9112916,0.42046914511227806,26,731125,38317,0.08022953355435296
HND,Honduras,340,2019,38933,9746117,0.3994719127627957,28,800738,38933,0.08215969498416652
MEX,Mexico,484,1990,695674,83943132,0.828744393287589,356454,4395365,695674,0.05236122235705954
MEX,Mexico,484,1995,458549,91663285,0.5002537275420578,38717,6949297,458549,0.07581330954918318
MEX,Mexico,484,2000,538051,98899845,0.5440362419172649,18451,9562929,538051,0.09669306357355767
MEX,Mexico,484,2005,712487,106005203,0.6721245559993881,3229,10818079,712487,0.10205233982713094
MEX,Mexico,484,2010,969538,114092963,0.849778964895495,1395,12414825,969538,0.10881324030475044
MEX,Mexico,484,2015,1028803,121858258,0.844262027773284,19385,11924391,1028803,0.09785459923446468
MEX,Mexico,484,2019,1060707,127575529,0.8314345300500381,19385,11796491,1060707,0.09246672220344075
NIC,Nicaragua,558,1990,41421,4173434,0.9924920341378346,15605,442126,41421,0.10593817944647022
NIC,Nicaragua,558,1995,26619,4652185,0.5721827485364404,577,438387,26619,0.09423249505339965
NIC,Nicaragua,558,2000,30389,5069302,0.5994710908918033,332,502243,30389,0.09907537566315835
NIC,Nicaragua,558,2005,34918,5438690,0.6420296063941869,227,436780,34918,0.08030978048022594
NIC,Nicaragua,558,2010,37333,5824065,0.6410127634221116,64,610902,37333,0.1048927166849958
NIC,Nicaragua,558,2015,40262,6223240,0.6469620326389469,462,657511,40262,0.10565412871751692
NIC,Nicaragua,558,2019,42172,6545502,0.6442897733435877,736,693144,42172,0.10589623225231617
PAN,Panama,591,1990,62744,2470947,2.5392693570521745,1350,134743,62744,0.054530914665510834
PAN,Panama,591,1995,70848,2739668,2.586006771623423,867,133405,70848,0.048693856335877195
PAN,Panama,591,2000,83410,3030328,2.7525073193396885,1313,137430,83410,0.04535152630342326
PAN,Panama,591,2005,117563,3330217,3.53019037498157,10265,132266,117563,0.03971693135912765
PAN,Panama,591,2010,157309,3642687,4.3184879733010275,17073,140609,157309,0.03860035188310168
PAN,Panama,591,2015,184710,3968487,4.654418673917792,20256,151491,184710,0.03817349029995563
PAN,Panama,591,2019,185072,4246439,4.358287025905705,9729,162258,185072,0.03821036873483877
NA,South America,931,1990,4274977,295398205,1.4471912583219657,28426,NA,4274977,NA
NA,South America,931,1995,4241074,322302312.00000006,1.315868314342095,34800,NA,4241074,NA
NA,South America,931,2000,4215289,348411883.00000006,1.2098579886840426,5269,NA,4215289,NA
NA,South America,931,2005,4527868,371804655,1.2178083138846123,25983,NA,4527868,NA
NA,South America,931,2010,5185614,392543709.0000001,1.3210284310020617,352373,NA,5185614,NA
NA,South America,931,2015,6072903,412362681,1.4727091659392912,360218,NA,6072903,NA
NA,South America,931,2019,8220807,427199446,1.9243487033922793,549759,NA,8220807,NA
ARG,Argentina,32,1990,1649919,32618651,5.058207342786799,12185,430169,1649919,0.013187823126100463
ARG,Argentina,32,1995,1595069,34828170,4.579824320370551,7278,481996,1595069,0.013839257130076027
ARG,Argentina,32,2000,1540219,36870787,4.177342349649331,2371,555587,1540219,0.01506848768918331
ARG,Argentina,32,2005,1673088,38892931,4.301779158788522,2824,808409,1673088,0.020785499555176234
